,Company Name,Location,Industry,Produktbeschreibung,Vertriebserfolge,Mitbewerber-Analyse,Beschreibung der Marktsituation,Durchgeführte Marktanalyse,Zielbranchen,Sales-Channel,Vertriebsaktivitäten,Team Members,Finanzierungs-Summe,Phase,Art der Finanzierung,Finanzierungsziel,Business Type,Looking for Investment
87,Total Expert Inc.,Saint Louis Park,Bau und Gebäudetechnik,N/A,N/A,N/A,Keine Angabe,Nein,Bau und GebäudetechnikBanken & Finanzen + VersicherungVertrieb & MarketingSoftware,N/A,Nein,"Justin Kaufenberg, Steven Sovik, Joe Welu, Brian Walerius, Charles Wyatt, Sue Woodard, Matt Tippets, Jeff Hinck, Deanna Swanson, Anna Klombies, Matt Heffernan, Mike Frey, Dan Belling, Joshua Simi",86.000.000 USD,N/A,Series C,N/A,N/A,N/A
88,Total Communicator Solutions,Los Angeles,Apps,N/A,N/A,N/A,Keine Angabe,Nein,AppsHardwareMobilfunkbrancheSoftware,N/A,Nein,"Erik Bjontegard, Geoff Greve",643.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
89,Total Boox,Tel Aviv,Medien & Verlagswesen,N/A,N/A,N/A,Keine Angabe,Nein,Medien & Verlagswesen,N/A,Nein,"Yoav Lorch, Yossi Avital",500.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
90,Toshl Inc.,Mountain View,Banken & Finanzen + Versicherung,N/A,N/A,N/A,Keine Angabe,Nein,Banken & Finanzen + VersicherungMobilfunkbranche,N/A,Nein,"Matic Bitenc, Miha Hribar",N/A,N/A,Seed,N/A,N/A,N/A
91,"Torus Investment Group, LLC",Coronado,Banken & Finanzen + Versicherung,N/A,N/A,N/A,Keine Angabe,Nein,Banken & Finanzen + Versicherung,N/A,Nein,,320.000 USD,N/A,Seed,N/A,N/A,N/A
92,Torrecom Partners LLC,Weston,Hardware,N/A,N/A,N/A,Keine Angabe,Nein,HardwareMobilfunkbranche,N/A,Nein,"Eric Zachs, Daniel Seiner",10.000.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
93,Torque Medical Holdings,New York,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & Soziales,N/A,Nein,"Joseph E. Parzick, Jonathan Saltzman",4.665.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
94,"Toroso Investments, LLC",New York,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,"EDV & ITDienstleistung, Beratung + Recht & Steuern",N/A,Nein,,150.000 USD,N/A,Seed,N/A,N/A,N/A
95,TOROOC Inc.,Seoul,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungBau und GebäudetechnikHardwareSoftware,N/A,Nein,"Myeong Lee, Dong-Soo Jeon, Dongsu Jeon",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
96,Toroleo,Berlin,"Verkehr, Transport & Logistik + Automobil",N/A,N/A,N/A,Keine Angabe,Nein,"Verkehr, Transport & Logistik + Automobil",N/A,Nein,"Manuel Hinz, Hanns-Christoph Leisewitz",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
97,Toro Gold,London,Natürliche Ressourcen,N/A,N/A,N/A,Keine Angabe,Nein,Natürliche RessourcenNachhaltigkeit,N/A,Nein,"Martin Horgan, Howard Bills, Gary Townsend",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
98,Red Hot Labs Inc,San Francisco,Marketing & PR,N/A,N/A,N/A,Keine Angabe,Nein,Marketing & PRAppsMobilfunkbrancheSoftware,N/A,Nein,"Amitt Mahajan, Joel Poloney, Don Mosites, Inge Thulin",1.500.000 USD,N/A,Seed,N/A,N/A,N/A
99,Torneo de Ideas,Mexico City,Vertrieb & Marketing,N/A,N/A,N/A,Keine Angabe,Nein,Vertrieb & Marketing,N/A,Nein,"Ricardo Gamba, Martin Iglesias, Rodrigo Gamba",150.000 USD,N/A,Seed,N/A,N/A,N/A
100,Tornado Medical Systems Inc.,Toronto,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungBiotechnologieRegierung & MilitärProduktion,N/A,Nein,"John Lorriman, Frédéric Sweeney, Stefan Mathias Larson, Richard Denis, Imed Zine, Bradford Behr, Brian McDonald, Stephen Ireland, Scott Baker, Andrew Boorn, Andy Boorn, Arsen R. Hajian, Aaron Weinroth, Gordon Cheung, Bradley Schmidt, Ambrish Jaiswal",14.743.453 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
101,Torills Table,Calgary,Lebensmittel & Getränke,N/A,N/A,N/A,Keine Angabe,Nein,"Lebensmittel & GetränkeProduktionVertrieb & MarketingVerkehr, Transport & Logistik + Automobil",N/A,Nein,,130.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
102,"TORIE & HOWARD, LLC",New Milford,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesLebensmittel & GetränkeSport & Unterhaltung,N/A,Nein,Victoria S. Burke,1.421.475 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
103,Torhea Education Group,Los Angeles,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungEDV & IT,N/A,Nein,"Bangping Xiao, Mingbo Gong, John Zhang Chi",10.000.000 USD,N/A,Series A,N/A,N/A,N/A
104,Torchlight,Burlington,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & SozialesVerwaltungsdienstleistungenGemeinschaft & LifestyleSoftware,N/A,Nein,"Blair Heavey, Mark Miller, Adam R. Goldberg, Nancy Rosenzweig, Jay Titus, Judy Duff, Kelly Wahlberg, Dan Richards, Melissa Fowler, Elliot Sainer, Rebecca Throop, Doug Brenhouse, James Weil, Carolyn Romano, JD, Jerome Schultz, Ph.D., Patricia Houpt",3.200.000 USD,N/A,Series A,N/A,N/A,N/A
105,Torbit,San Mateo,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,"Internet & MultimediaSoftwareVerkehr, Transport & Logistik + Automobil",N/A,Nein,"Manu Kumar, Josh Fraser, Jon Fox",584.988 USD,N/A,Seed,N/A,N/A,N/A
106,tiramizoo,Munich,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,"Internet & MultimediaVerwaltungsdienstleistungenHandel & EinkaufVerkehr, Transport & Logistik + Automobil",N/A,Nein,"William Fu Wei Liao, Michael Lohr, Philipp Walz, Volker Schneider, Tobias Kieltsch",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
107,Tipranks Ltd.,Tel Aviv,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaDaten & AnalytikBanken & Finanzen + VersicherungKredite & KapitalanlagenVertrieb & Marketing,N/A,Nein,"John Nakamura, Uri Gruenbaum, Gilad Gat, Roni Michaely, Keren Gelfand, Nathan Cher",80.000.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
108,TipBit Inc,Bellevue,Apps,N/A,N/A,N/A,Keine Angabe,Nein,AppsSoftware,N/A,Nein,"Nat Ballou, Gordon Mangione, Ewan Mellor",5.950.000 USD,N/A,Series A,N/A,N/A,N/A
109,Tip Network,San Diego,Banken & Finanzen + Versicherung,N/A,N/A,N/A,Keine Angabe,Nein,Banken & Finanzen + VersicherungLebensmittel & GetränkeZahlungenReisen & Tourismus,N/A,Nein,"Yukon Palmer, Sebastian Roberts, Greg Crisci",N/A,N/A,Seed,N/A,N/A,N/A
110,"Tioga Medical, Inc.",Campbell,Gesundheitswesen & Soziales,N/A,N/A,N/A,Keine Angabe,Nein,Gesundheitswesen & Soziales,N/A,Nein,Mike Dineen,44.614.998 USD,N/A,Series B,N/A,N/A,N/A
111,TinyTap Ltd.,Tel Aviv,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungAppsMedien & VerlagswesenHardwareMobilfunkbranchePlattformenSoftware,N/A,Nein,"Yogev Shelly, Oren Elbaz, Uri Lazar, Nissim Pinto",9.050.000 USD,N/A,Series A,N/A,N/A,N/A
112,TINYhr Inc.,Seattle,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,"EDV & ITVerwaltungsdienstleistungenDienstleistung, Beratung + Recht & SteuernSoftware",N/A,Nein,"Steve Anderson, Mike Volpe, David Niu, Matt Hulett, Kevin Nakao, Laura Troyani",9.500.000 USD,N/A,Series B,N/A,N/A,N/A
113,Tinymesh,Moss,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaHardwareMobilfunkbranche,N/A,Nein,,N/A,N/A,Seed,N/A,N/A,N/A
114,tinyGive,Washington,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & Multimedia,N/A,Nein,"Karan Jain, Garlin Gilchrist II, Clarence Wardell III",50.000 USD,N/A,Seed,N/A,N/A,N/A
115,Tinyclues SAS,Paris,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITDaten & AnalytikVertrieb & MarketingSoftware,N/A,Nein,"Alastair Mitchell, Raffi Kamber, John Ball, Xavier Lazarus, Pauline Roux, Jakob Haesler, Jean-David Chamboredon, Bartosz Jakubowski, Denis Payre, Loic Moisand, David Bessis, Richard Pasewark, Michael Aidane, Xavier Haffreingue, Alexandre Beauvois, Caroline Tailleferd - Guibert, Ardavan Beigui, Olivier Cuzacq, Antoine Moyroud, Francois Laxalt, Djamel Zouaoui",25.371.160 USD,N/A,Series B,N/A,N/A,N/A
116,"TinyBuild, LLC.",Bellevue,Gaming,N/A,N/A,N/A,Keine Angabe,Nein,GamingVideo,N/A,Nein,"Luke Burtis, Alex Nichiporchik, Thomas O’Connor, Yulia Vakhrusheva, Ressa Schwarzwald, Mike Rose",18.776.000 USD,N/A,Series A,N/A,N/A,N/A
117,"Tinybop, Inc.",Brooklyn,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungAppsMobilfunkbranchePlattformenSoftware,N/A,Nein,"Alice Lloyd George, Tina Roth Eisenberg, Raul Gutierrez, Matthew Tribe, Leah Feuer, Youngna Park",16.657.385 USD,N/A,Series B,N/A,N/A,N/A
118,Tiny Lab Productions,Kaunas,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITGamingSoftware,N/A,Nein,"Mykolas Mickus, Valdas Jokubaitis, Jonas Abromaitis, Artūras Šlajus",15.000 EUR,N/A,Seed,N/A,N/A,N/A
119,Tiny Hearts,Toronto,Apps,N/A,N/A,N/A,Keine Angabe,Nein,AppsGamingMobilfunkbrancheSoftware,N/A,Nein,"Robleh Jama, Quadri Oshibotu, Corey Pollock",N/A,N/A,Pre-Seed,N/A,N/A,N/A
120,Tiny Farms,Oakland,Agrikultur & Landwirtschaft,N/A,N/A,N/A,Keine Angabe,Nein,Agrikultur & Landwirtschaft,N/A,Nein,"Jena Brentano, Daniel Imrie-Situnayake, Andrew Brentano",N/A,N/A,Seed,N/A,N/A,N/A
121,Tinkercad,Helsinki,Design,N/A,N/A,N/A,Keine Angabe,Nein,DesignHardwareProduktionSoftware,N/A,Nein,"Kai Backman, Mikko Mononen, Jyri Tuulos, Shino Tanaka",1.000.000 USD,N/A,Seed,N/A,N/A,N/A
122,Tinker Square,Woodstock,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITKünstliche IntelligenzDaten & AnalytikSoftware,N/A,Nein,,45.000 USD,N/A,Seed,N/A,N/A,N/A
123,Tink AB,Stockholm,Banken & Finanzen + Versicherung,N/A,N/A,N/A,Keine Angabe,Nein,Banken & Finanzen + VersicherungKredite & KapitalanlagenSoftware,N/A,Nein,"Daniel Kjellén, Fredrik Hedberg, Gwen Sandberg, Sylwia Lindén, Erik Törnberg, Joakim Ivarson, Andreas Lundgren, Nicklas Storåkers, Rafa Plantier, Karin Josefsson, Beatriz Gimenez, Rowan Taylor",308.432.162 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
124,Tinfoil Security,Palo Alto,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaPrivatsphäre & SicherheitSoftware,N/A,Nein,"Jai Choi, Michael Borohovski, Aart Geus, Ainsley Braun, Neda Blocho, Ben Sedat, Robert Neivert",100.000 USD,N/A,Seed,N/A,N/A,N/A
125,Tindie,San Francisco,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungHandel & EinkaufUnterhaltungselektronikHardwareProduktion,N/A,Nein,"Emile Petrone, Julia Grace, Jasmine Brackett, Amber Cunningham",500.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
126,Tongcheng Bills Network,Beijing,Hardware,N/A,N/A,N/A,Keine Angabe,Nein,HardwareZahlungenSoftware,N/A,Nein,,24.323.853 USD,N/A,Series B,N/A,N/A,N/A
127,"Hangzhou Tongbanjie Software Co., Ltd.",Hangzhou,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaAppsBanken & Finanzen + VersicherungMobilfunkbrancheSoftware,N/A,Nein,"Jun He, Shiyu Bi, Zhemin Dan",60.000.000 USD,N/A,Series B,N/A,N/A,N/A
128,Tomorrow ltd,London,Textil & Mode,N/A,N/A,N/A,Keine Angabe,Nein,"Textil & ModeGemeinschaft & LifestyleDesignVerkehr, Transport & Logistik + Automobil",N/A,Nein,"Mike Walsh, Stefano Martinetto, Giancarlo Simiri",21.000.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
129,Tomoon,Beijing,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufUnterhaltungselektronikHardware,N/A,Nein,"Qiang Wang, Wei Wang",N/A,N/A,Series A,N/A,N/A,N/A
130,Tomo Clases,Santiago,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungInternet & MultimediaMarketing & PRHandel & EinkaufVertrieb & Marketing,N/A,Nein,"Eric Denovitzer, Luiz Serravite",40.000 USD,N/A,Seed,N/A,N/A,N/A
131,"Tomboy Exchange, Inc.",Seattle,Textil & Mode,N/A,N/A,N/A,Keine Angabe,Nein,Textil & ModeHandel & EinkaufGemeinschaft & LifestyleDesign,N/A,Nein,"Deborah Benton, Elio Leoni Sceti, Pauline Brown, Fran Dunaway, Naomi Gonzalez, Lori Gatto, Amanda Nelson, Julie Nomi, Shena Lee, Michael Carrosino",24.337.500 USD,N/A,Series B,N/A,N/A,N/A
132,"TOMA Biosciences, Inc.",Foster City,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,"Paul Conley, Wolfgang Daum, Calvin Kuo, Hanlee Ji, Laurence Marton, James Ford, Lincoln Nadauld, Mike Lucero",14.720.398 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
133,TOLOT Inc.,Koto,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaSoftware,N/A,Nein,Atomu Suematsu,500.000.000 JPY,N/A,Seed,N/A,N/A,N/A
134,Tolero Pharmaceuticals Inc.,Salt Lake City,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,"David J. Bearss, Dallin M. Anderson, Daniel Hoff",25.934.559 USD,N/A,Series B,N/A,N/A,N/A
135,Toldo,Madrid,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,"Internet & MultimediaHandel & EinkaufDienstleistung, Beratung + Recht & Steuern",N/A,Nein,"Alberto Romero, Amalia Calvo, Fernando Blat",40.000 USD,N/A,Seed,N/A,N/A,N/A
136,Tokyo Otaku Mode Inc.,Tokyo,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaHandel & EinkaufMedien & Verlagswesen,N/A,Nein,"Andy Miller, Shinji Asada, Tomohide Kamei, Nao Kodaka, Ataka Hajime, Takeshi Morisawa, Takuya Akiyama, Mash Sekine, Satoru Matsumoto, Naomitsu Kodaka, Hajime Ataka, Masashi Sekine, Joichi Ito",16.436.302 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
137,Tokko Labs S.A.,Buenos Aires,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITBau und GebäudetechnikVertrieb & MarketingSoftware,N/A,Nein,,150.000 USD,N/A,Pre-Seed,N/A,N/A,N/A
138,TokenOne,Newcastle,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITPrivatsphäre & SicherheitSoftware,N/A,Nein,"Alfred Lo, Phil Cuff, Kamil Kreiser, Paul Drinkwater",948.246 USD,N/A,Series C,N/A,N/A,N/A
139,Togic Software,Shenzhen,Medien & Verlagswesen,N/A,N/A,N/A,Keine Angabe,Nein,Medien & VerlagswesenSoftware,N/A,Nein,Yu Deng,1.755.606 USD,N/A,Series B,N/A,N/A,N/A
140,"Tokon Co., Ltd.",Koriyama,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungForschung & EntwicklungKünstliche IntelligenzDaten & AnalytikSoftware,N/A,Nein,Junichi Arai,10.000.000 JPY,N/A,Venture - Series Unknown,N/A,N/A,N/A
141,tocario GmbH,Stuttgart,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaHardwareSoftware,N/A,Nein,"Carsten Unnerstall, Tobias Ott, Mario Lombardo, Michael Kurz",2.171.263 USD,N/A,Series A,N/A,N/A,N/A
142,Toca Boca,Stockholm,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & KonsumAppsMobilfunkbranchePlattformenSoftware,N/A,Nein,"Emil Ovemar, Ulrika Saxon, Tarush Agarwal, Mathilda Engman, Björn Jeffery, Max Heirbaut, Jonas Carlsson, Andrey Zhukov, Tyler Malin, Jason Weiser, Oscar Karlsten, J Milligan",N/A,N/A,Seed,N/A,N/A,N/A
143,TobyRich,Bremen,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & KonsumInternet & MultimediaUnterhaltungselektronikGamingHardwareMobilfunkbranche,N/A,Nein,"Tobias Dazenko, Ulrich Ditschler",N/A,N/A,Seed,N/A,N/A,N/A
144,"Toast, Inc.",Boston,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & EinkaufLebensmittel & GetränkeMobilfunkbrancheSoftware,N/A,Nein,"Steve Papa, Tim Barash, Kent Bennett, Dave Yuan, Steve Fredette, Aman Narang, Jonathan Grimm, Chris Comparato, John Lyman, Jennifer Langholz, Alex Britton, Yi Chen, Paul Bell, John Swanciger, Ross Nibur, Ming-Tai Huh, Kelly Esten, Maria Manrique, Tasnia Huque, Gopal Shenoy, Ellie Mirman, Yuliya Orlova, Brook Stevens, Michael Lee, Gabrielle Picard, Brent Koeppel, Matthew Simoneau, David Adelman, Maria Loughlin, Annie Drapeau, Jason Moens, Leo Creatini, Mark Hawkins, Brian Bevel, Eric Bisceglia, Aidan Duggan, Alyssa Del Bene, Brendan O'Donohoe, Steve Pember, Andrew McMillan",901.950.000 USD,N/A,Series F,N/A,N/A,N/A
145,TNT Crowd,Seoul,Bildung,N/A,N/A,N/A,Keine Angabe,Nein,BildungInternet & MultimediaSoftware,N/A,Nein,"Sangjae Lee, Taeyeong Park, Dahoon Kim, Eunjin Kwon",361.319 USD,N/A,Seed,N/A,N/A,N/A
146,TNGS,San Diego,Bau und Gebäudetechnik,N/A,N/A,N/A,Keine Angabe,Nein,Bau und GebäudetechnikEvents & VeranstaltungenSport & Unterhaltung,N/A,Nein,,848.800 USD,N/A,Seed,N/A,N/A,N/A
147,TNG (Asia) Limited,North Point,Banken & Finanzen + Versicherung,N/A,N/A,N/A,Keine Angabe,Nein,Banken & Finanzen + VersicherungMobilfunkbrancheZahlungenSoftware,N/A,Nein,Alex Kong,30.000.000 USD,N/A,Series D,N/A,N/A,N/A
148,TNG Pharmaceuticals,Louisville,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungGesundheitswesen & SozialesBiotechnologie,N/A,Nein,"Phoebe Wood, Serge Martinod, Butch Mercer, Larry Horn, Jenny Corbin, Kent Kampen",4.600.000 USD,N/A,Series A,N/A,N/A,N/A
149,TNBI,Pennsylvania Furnace,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & IT,N/A,Nein,,1.071.714 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
150,TmmmT Tech,Riyadh,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,"Handel & EinkaufLebensmittel & GetränkeVerkehr, Transport & Logistik + Automobil",N/A,Nein,,4.000.000 USD,N/A,Seed,N/A,N/A,N/A
151,TMG Energy Systems,Rye,Energie & Umwelt,N/A,N/A,N/A,Keine Angabe,Nein,Energie & UmweltNachhaltigkeit,N/A,Nein,,1.777.222 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
152,Tmeng.cn,Beijing,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMedien & VerlagswesenVideo,N/A,Nein,"Wang Wenshui, Lin Haizheng, Jin-De Wang",13.500.000 USD,N/A,Series B,N/A,N/A,N/A
153,"TLDR, Inc",London,Medien & Verlagswesen,N/A,N/A,N/A,Keine Angabe,Nein,Medien & Verlagswesen,N/A,Nein,"Louis Chatriot, Charles Miglietti, Stanislas Marion",N/A,N/A,Seed,N/A,N/A,N/A
154,TLD Registry Ltd.,Dublin,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaSoftware,N/A,Nein,"Jari Tuovinen, Taneli Tikka",3.399.211 USD,N/A,Seed,N/A,N/A,N/A
155,TLBX.me,New York,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,"EDV & ITInternet & MultimediaVerwaltungsdienstleistungenDienstleistung, Beratung + Recht & Steuern",N/A,Nein,Mark Finn,40.000 USD,N/A,Seed,N/A,N/A,N/A
156,Tizeti Inc.,Lagos,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaHardwareMobilfunkbranche,N/A,Nein,"Ifeanyi Okonkwo, Kendall Ananyi, Efa-iwa Egbe, Chuks Rexbryte Ngbadike",5.100.000 USD,N/A,Series A,N/A,N/A,N/A
157,Tizaro,London,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & Einkauf,N/A,Nein,"Emma Sánchez Andrade Smith, Clancy Childs, Ian Gray, Tim Huegdon, Peter Chapman, David Charlton, Clare Symmons, Jason Welby, Rabia Khokhar, Haroon Khan",N/A,N/A,Seed,N/A,N/A,N/A
158,TixAlert,San Diego,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaAppsMobilfunkbrancheSoftware,N/A,Nein,"Douglas Campbell, Zoran Vladisavljevic",90.000 USD,N/A,Seed,N/A,N/A,N/A
159,"TitanFile, Inc.",Waterloo,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,"EDV & ITInternet & MultimediaPrivatsphäre & SicherheitDienstleistung, Beratung + Recht & SteuernSoftware",N/A,Nein,"Milan Vrekic, Alex Falconer, Tony Abou-Assaleh, Chris Stoate, Hathai Tanta Ngai, James Ng, Mark Dineen, Kelly Jennex",1.747.353 USD,N/A,Seed,N/A,N/A,N/A
160,Chill Brands LLC,New York,Lebensmittel & Getränke,N/A,N/A,N/A,Keine Angabe,Nein,Lebensmittel & GetränkeProduktion,N/A,Nein,John Gagliardi,579.402 USD,N/A,Seed,N/A,N/A,N/A
161,TITAN REALITY,London,Hardware,N/A,N/A,N/A,Keine Angabe,Nein,HardwareMusik und TonSoftware,N/A,Nein,,N/A,N/A,Seed,N/A,N/A,N/A
162,"Titan Health & Security Technologies, Inc.",Newport Beach,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITGesundheitswesen & SozialesInternet & MultimediaTelekommunikationRegierung & MilitärMobilfunkbranchePrivatsphäre & SicherheitSoftware,N/A,Nein,"Dave Long, Vic Merjanian, Edbert Chan, Ronald Castillo, Ryan Khalili, Vlad Anderson, Sarah Walters, Danny Turner, Ed Merjanian, Eduardo Juarez",3.766.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
163,Titan Aerospace,Moriarty,Forschung & Entwicklung,N/A,N/A,N/A,Keine Angabe,Nein,Forschung & EntwicklungProduktion,N/A,Nein,"Asher Delug, Maximus Yaney",N/A,N/A,Seed,N/A,N/A,N/A
164,Tirendo,Berlin,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & Einkauf,N/A,Nein,"Martin Kern, Erik Heinelt, Felix Vogtle",N/A,N/A,Venture - Series Unknown,N/A,N/A,N/A
165,PT Tiranyx Digitalis Nusantara,Bogor,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaMarketing & PRHandel & EinkaufMedien & VerlagswesenVertrieb & MarketingSoftware,N/A,Nein,,30.000 USD,N/A,Seed,N/A,N/A,N/A
166,Tictrac Limited,London,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITGesundheitswesen & SozialesInternet & MultimediaKünstliche IntelligenzDaten & AnalytikDesignSoftware,N/A,Nein,"Peter Read, Ed Pope, Gabriel Naouri, Jean-Philippe Doumeng, Martin Blinder, Turi Munthe, Jeremy Jauncey, James Pollock, Oliver MacCarthy",12.791.113 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
167,Tictail AB,New York,Handel & Konsum,N/A,N/A,N/A,Keine Angabe,Nein,Handel & KonsumInternet & MultimediaHandel & Einkauf,N/A,Nein,"Gustaf Alstromer, Carl Rivera, Florian Heinemann, Daniel Waterhouse, Harry Briggs, Dharmash Mistry, Arjun Kapur, Carl Waldekranz, Sebastian Wossagk, Vincent Skoglund, Birk Nilson, Brandon Simins, Siavash Ghorbani, Martin Melin, Kaj Drobin, Jennie Wachtmeister, Donna Hanafi, Alexander Rydén, William Tisäter, Anthony Rego",32.567.075 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
168,Tickit Health,Vancouver,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITGesundheitswesen & Soziales,N/A,Nein,"Mitesh Rao, Daniel Penn, Sandy Penn Whitehouse, Eric Gombrich, Dave Wattling",N/A,N/A,Seed,N/A,N/A,N/A
169,ticketstreet,Tokyo,Handel & Einkauf,N/A,N/A,N/A,Keine Angabe,Nein,Handel & Einkauf,N/A,Nein,"Kei Nishiyama, Kenichiro Nakajima, Sho Yamamoto, Masahiko Homma, Sanada Minoru",3.824.781 USD,N/A,Series A,N/A,N/A,N/A
170,TicketSocket,Newport Beach,EDV & IT,N/A,N/A,N/A,Keine Angabe,Nein,EDV & ITInternet & MultimediaAppsEvents & VeranstaltungenBanken & Finanzen + VersicherungZahlungenSoftware,N/A,Nein,"Jason Peltz, Kai Blache, Mark Miller, Joe Daniels, Ronald Castillo, Carroll Yu, Anup Marwadi",2.100.000 USD,N/A,Venture - Series Unknown,N/A,N/A,N/A
171,TicketForEvent,London,Internet & Multimedia,N/A,N/A,N/A,Keine Angabe,Nein,Internet & MultimediaHandel & EinkaufEvents & Veranstaltungen,N/A,Nein,"Hennadiy Netyaha, Jochen Witt, Gokhan Budunoglu, Stanislav Birov, Andriy Leonchuk, Anastasiia Kosachova, Olena Kasyanenko, Yury Tymoshchuk, Alexandr Lyadov, Alexandr Kulebyakin",3.000.000 USD,N/A,Series A,N/A,N/A,N/A
172,"Inside Track Tickets, Inc.",New York,Events & Veranstaltungen,N/A,N/A,N/A,Keine Angabe,Nein,Events & VeranstaltungenSport & Unterhaltung,N/A,Nein,"Brian Lefton, Jérémy Fichet",310.000 USD,N/A,Series A,N/A,N/A,N/A
